nombre,telefono,direccion,latitud,longitud,municipio,categoria,subCategorias,activo,google_place_id_posible_match
Blu Room Spa,(787) 477-0277,"44 Carazo St, Guaynabo, 00969, Puerto Rico",18.360213,-66.11079459999999,Guaynabo,Spas,"Bienestar, Spa",true,ChIJDfUk4qZpA4wRCY9uJzBttyk
Spa Skin Professionals & Assts.,(787) 786-7290,"#110 C. La Cambija, Bayamón, 00961, Puerto Rico",18.405012,-66.1547185,Bayamón,Spas,"Salon de Belleza, Spa, Faciales",true,ChIJ69mGHzJqA4wR6m2Fot3I_kM
Heavenly Spa Isabela,(787) 872-0730,"Calle Marginal, Isabela, 00662, Puerto Rico",18.4731671,-67.00202279999999,Isabela,Spas,"Salon de Belleza, Spa",true,ChIJf6l6Vv6_AowRY24_E7tQ-FQ
KD SkinCare Studio,(787) 209-5237,"Calle Caoba, Ponce, 00716, Puerto Rico",18.0039958,-66.5899239,Ponce,Spas,"Spa, Faciales",true,ChIJZbrqk5vVHIwRU8prrNPrD_4
Le Clinique Esthetic & Spa,(787) 765-1835,"97 carretera #2 km 7.4 Galería de Suchville, Suite #217, Guaynabo, 00966, Puerto Rico",18.3986185,-66.1226111,Guaynabo,Spas,"Salon de Belleza, Cuidado Capilar, Bienestar, Spa",true,ChIJKXHea5lpA4wRYBoOpExBZ3U
Vida Wellness Puerto Rico,(939) 377-0502,"The Shops, 6063 Av. Isla Verde, Carolina, 00979, Puerto Rico",18.4430277,-66.01833839999999,Carolina,Spas,"Bienestar, Spa, Wellness",true,ChIJo-wfNyBvA4wRoeFPeGg0D_M
El Conquistador Resort,(787) 863-1000,"1000 Avenida El Conquistador, Fajardo, 00738, Puerto Rico",18.3585045,-65.62825459999999,Fajardo,Spas,General,true,ChIJ9xJQsBmXBIwRDK1TVXeQdNw
Amasa Mobile Spa,(939) 940-5223,"Car. 693, Calle Comercio, Dorado, 00646, Puerto Rico",18.4633798,-66.2732109,Dorado,Spas,General,true,ChIJ36FJ9b0UA4wRazE7Dh69UjM
Dorado's Esthetic Center and Salon,(787) 961-8888,"373 Méndez Vigo Rd, Dorado, 00646, Puerto Rico",18.4610964,-66.26799079999999,Dorado,Spas,"Salon de Belleza, Cuidado Capilar, Bienestar, Spa",true,ChIJzydwNZoUA4wRZ8Bj-x6PfM0
Innovation Medical Esthetic,(787) 390-2983,"Urbanización, 1836 Las Américas Ave, Ponce, 00728, Puerto Rico",18.0059245,-66.635796,Ponce,Esteticas,"Bienestar, Faciales",true,ChIJsWNecZsrHYwR93eGdvcKQHw
Nath Esthetic Ponce,(939) 401-6243,"89 Simon de la Torre, Ponce, 00730, Puerto Rico",18.0141841,-66.61752000000001,Ponce,Esteticas,Faciales,true,ChIJ6aHI_mvVHIwRsncPmFU_1cM
AN-ESTHETIC STUDIO,(787) 390-0222,"354-398 Calle Villa, Ponce, 00728, Puerto Rico",18.0108192,-66.6332959,Ponce,Esteticas,Faciales,true,ChIJ42DfT_YrHYwRcm-Wn7H2AXI
Nika Beauty Center,(787) 367-7140,"1202 Magdalena Ave, San Juan, 00907, Puerto Rico",18.454983,-66.072236,San Juan,Spas,"Salon de Belleza, Cuidado Capilar, Bienestar, Spa",true,ChIJCzj722hvA4wRFEMFQewjT-Q
Esthetician Delgado,(787) 527-9598,"Coliseo Shopping Center, 2525 Av. Eduardo Ruberte STE 205, Ponce, 00730, Puerto Rico",18.0008125,-66.63428619999999,Ponce,Spas,"Salon de Belleza, Cuidado Capilar, Bienestar, Spa, Tienda",true,ChIJm5eO2PorHYwR_fCleV5dkGs
CorpoBello,(787) 751-2321,"United States, Condominio Jardines Metropolitanos 2, 317 Calle 32, San Juan, 00927, Puerto Rico",18.3997946,-66.0648643,San Juan,Spas,"Salon de Belleza, Spa",true,ChIJy5K4IopoA4wRnL3_MmI9IAU
Estética Facial & Corporal,(787) 919-3136,"157 Cll Andrés Arús Rivera, Gurabo, 00778, Puerto Rico",18.2541514,-65.9742926,Gurabo,Spas,"Salon de Belleza, Cuidado Capilar, Bienestar, Spa, Faciales",true,ChIJL94xrBpdA4wRFNDsyeh9md4
Paradise Esthetic by A. galarza,(787) 987-8144,"PR-510, Juana Díaz, 00795, Puerto Rico",18.0303954,-66.5131455,Juana Díaz,Spas,"Salon de Belleza, Cuidado Capilar, Bienestar, Spa",true,ChIJh00z6g3THIwRe9GfaYG6SH8
Laser Dreams Estética,(787) 549-1009,"Carr Puerto Rico 2 KM 57.6, Barrio, Barceloneta 00617, Puerto Rico",18.4314464,-66.56013,Florida Afuera,Spas,"Salon de Belleza, Cuidado Capilar, Bienestar, Spa",true,ChIJO510uUEfA4wRdKBzCt9qjk4
Numed Medical Aesthetics Center,(787) 425-0606,"41 C. Marginal Villamar, Carolina, 00979, Puerto Rico",18.4426575,-66.0276099,Carolina,Spas,"Bienestar, Spa",true,ChIJ60xi4nplA4wRQR8zhR-vq7s
Rosado La Vie' aesthetic,(631) 598-9679,"5311 Calle Sagitada, Ponce, 00728, Puerto Rico",18.0318773,-66.6630885,Ponce,Spas,"Salon de Belleza, Spa",true,ChIJxRyQPPcrHYwRSiuJDuxTuB8
Le Clinique Esthetic & Spa | Ciudadela,(787) 425-0013,"1511- Ponce de León, Ciudadela, suite 29, San Juan, 00912, Puerto Rico",18.4465851,-66.0665594,San Juan,Spas,Spa,true,ChIJEVO38y9vA4wR-agWNIYdeik
Supreme Medical Esthetic,(939) 384-0738,"1867 Las Américas Ave, Ponce, 00728, Puerto Rico",18.0060533,-66.6339027,Ponce,Esteticas,"Bienestar, Faciales",true,ChIJs63br6krHYwRtaLY3b809Kc
Kalon Spa & Esthetic,(787) 299-9878,"2C32+Q8G Urb Constancia, Cll Napoles, Ponce, 00717, Puerto Rico",18.004436,-66.59917109999999,Ponce,Spas,Tienda,true,ChIJwTAU4u7VHIwRduG2AF6uC2E
N.A Aesthetic,(939) 295-8862,"Av. Muñoz Rivera, Ponce, 00717, Puerto Rico",17.9993766,-66.6210808,Ponce,Esteticas,Faciales,true,ChIJgbDXuyQrHYwRjD1tgXDbaaM
"ZAH ACADEMY OF BEAUTY, HEALTH AND ESTHETIC",(787) 844-6070,"1120 Av. Muñoz Rivera, Ponce, 00730, Puerto Rico",17.9975341,-66.6207543,Ponce,Esteticas,"Tienda, Faciales",true,ChIJR-8hHpNrA4wR4uCc8lw27vM
A.S.V Beauty Studio,(939) 245-2873,"Bda.clausell, 59 calle Santander, Ponce, 00730, Puerto Rico",18.0134936,-66.6284932,Ponce,Salones de Belleza,"Salon de Belleza, Cabello",true,ChIJaZC-tpYrHYwRRXPLYiuWr9Q
Before and After beauty and spa,(787) 963-0963,"Las Lomas de Carolina D-17, 2 C. Yunquecito, Carolina, 00987, Puerto Rico",18.3729937,-65.9460478,Carolina,Spas,Salon de Belleza,true,ChIJve-qvU1hA4wRtZCnWSVegTo
Aura Med Clinic,(787) 931-7309,"Local 5, Centro Del Sur Mall, Ponce, 00716, Puerto Rico",18.0098606,-66.6020675,Ponce,Esteticas,General,true,ChIJz78L6VPVHIwRtKnc8UcIVXQ
Nara’s Salón,(939) 788-7360,"103 C. Muñoz Rivera, Peñuelas, 00624, Puerto Rico",18.0509578,-66.7209033,Peñuelas,Salones de Belleza,"Salon de Belleza, Cabello",true,ChIJn9mswestHYwR9wLdeRDH94g
Diosa Brow Lounge,(939) 579-9466,"2935 Av. Emilio Fagot, Ponce, 00716, Puerto Rico",18.014929,-66.600449,Ponce,Salones de Belleza,"Salon de Belleza, Lashes y Cejas",true,ChIJN1-Js5vVHIwRtYrz1HCE3Vg
Nefer Aesthetic Clinic,(939) 440-4140,"51 #38 Av. Main, Bayamón, 00959, Puerto Rico",18.3932295,-66.14255299999999,Bayamón,Spas,"Bienestar, Spa",true,ChIJB9XW5nRrA4wRAG7V_7Z_2Eg
NUC Beauty Salón - Ponce,(787) 840-6119,"709 C. Ferrocarril, Ponce, 00717, Puerto Rico",18.0057646,-66.6141411,Ponce,Salones de Belleza,"Salon de Belleza, Cabello",true,ChIJyWP9LIrVHIwRRghT5etWz8M
LUN Clinique | Estética + Ciencia,(787) 689-2247,"Centro Internacional de Mercadeo, Torre II, 90 PR-165 Suite 303, Guaynabo, 00965, Puerto Rico",18.4219669,-66.1092298,Guaynabo,Spas,"Salon de Belleza, Cuidado Capilar, Bienestar, Spa",true,ChIJUY0F3BZpA4wRzK_a3v-2D04
Mimo Mento Esthetic,(787) 613-8986,"Carr 2 km 57.2, Local 14, Barceloneta, 00617, Puerto Rico",18.4321004,-66.559626,Barceloneta,Esteticas,"Tienda, Faciales",true,ChIJxQOimm4fA4wR0hf1Kc7xm8U
Barbiere Salone Di Bellezza,(787) 245-4411,"Calle Distrito, Esquina, 295 Calle Villa, Ponce, 00728, Puerto Rico",18.0103885,-66.6273439,Ponce,Salones de Belleza,"Salon de Belleza, Cabello",true,ChIJn2423wIrHYwR0qLU0Tw2IFs
Sinala Esthetic,(787) 930-7666,"PR-155 km 22.5, Orocovis, 00720, Puerto Rico",18.2251379,-66.3928987,Orocovis,Esteticas,Faciales,true,ChIJWU_lwI87A4wRXo5BAS8iGng
Dreams Nails,(787) 709-5574,"1164 Av. Eugenio María de Hostos Suite 2, Ponce, 00717, Puerto Rico",17.9993546,-66.6136253,Ponce,Salones de Belleza,"Salon de Belleza, Unas",true,ChIJN15A4lHTHIwRODXcg6XDd14
Glamour Esthetic,(939) 277-4644,"24013 Av. Eduardo Conde, San Juan, 00915, Puerto Rico",18.4359903,-66.0399108,San Juan,Esteticas,Faciales,true,ChIJjZABTPFnA4wRkQlZOExGbQQ
Best Buds PR - Ponce Dispensary,(787) 965-0066,"Valle Real Shopping Center, State Road #2, Ponce Bypass local #6, Ponce, 00731, Puerto Rico",17.9953096,-66.62274409999999,Ponce,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJSbNMzprVHIwRdx53eGPXcRU
TETRA Dispensary,(787) 840-5655,"PR-2, 3 Ponce Bypass KM 228, Ponce, 00733, Puerto Rico",17.995588,-66.6088692,Ponce,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJWUkwX0grHYwRzeE5i2iqpKQ
Puerto Rico Chronic Relief,(787) 505-7066,"#3006 Av. Emilio Fagot, Ponce, 00716, Puerto Rico",18.0191386,-66.59941549999999,Ponce,Dispensarios,Tienda,true,ChIJR4msvsPVHIwReB-m31T48dk
Clínica Verde Dispensario Ponce,(787) 516-9990,"121 Av. Tito Castro #606, Ponce, 00716, Puerto Rico",18.0257768,-66.5989468,Ponce,Dispensarios,Tienda,true,ChIJ8RfVa67VHIwRMwin_gdv7og
Bwell Cannabis Dispensary Ponce,(787) 420-4206,"Jardines Fagot, Ponce, 00716, Puerto Rico",18.012789,-66.6016054,Ponce,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJQ8iP1OHVHIwRjXRQNM3RPlA
First Medical Cannabis,(787) 309-4667,"3012 Puerto Rico 5108, Ponce, 00716, Puerto Rico",18.0198453,-66.5993958,Ponce,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJVR9Ie9jVHIwRySWndJL38ME
Dream Cannabis Dispensary,(787) 316-8841,"25 Calle 25 de Julio, Yauco, 00698, Puerto Rico",18.0333078,-66.849527,Yauco,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJxxAejYwzHYwRrwkSelRxmAk
Weedco Dispensary,(787) 229-6000,"Plaza San Cristóbal, 2003 Carr PR-506, suite 101, Coto Laurel, Ponce 00780, Puerto Rico",18.0412591,-66.5475788,Coto Laurel,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJX9aMMR3VHIwRyBrZmVVQCn8
Sinsemilla Juana Diaz,(787) 419-5420,"Desvio Victor Cruz Esquina Munoz Rivera, Industrial Park, Carr. 584 Km. 0.4, Juana Díaz, 00795, Puerto Rico",18.0437965,-66.504644,Juana Díaz,Dispensarios,Tienda,true,ChIJBagUnC3THIwRCZZk8y7Wxx8
CannaWay Dispensary,(787) 663-6006,"BO Barrancas CARR 771 KM. HM 0.2, Barranquitas, 00794, Puerto Rico",18.1889189,-66.31527419999999,Barranquitas,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJr70n4zU3A4wRgW2SXC_weW4
CannaGrow Dispensary,(787) 434-0060,"175 Avenida Luis A. Santos Flores, Cidra, 00739, Puerto Rico",18.1828994,-66.15801929999999,Cidra,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJF4JgeqJJA4wRwE7uzGCk9IE
TETRA Dispensary,(787) 773-1638,"Lomas de Carolina, 65th Infantry Avenue, Km 11.0, Marginal 3, Carolina, 00987, Puerto Rico",18.3748694,-65.948861,Carolina,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJ72yPwphhA4wRPGX1TvHo2JA
TETRA Dispensary,(787) 773-1637,"Centro Comercial, Plaza Puerta del Sol, PR-2, Manatí, 00926, Puerto Rico",18.4310373,-66.4927438,Manatí,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJ9S4E6YcZA4wRMwecZqoGRRY
TETRA Dispensary,(787) 773-1635,"508 Av. Tte. César Luis González, San Juan, 00920, Puerto Rico",18.4148258,-66.0659324,San Juan,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJ1Z2-QSdpA4wRAxMRryaOZfE
Tetra Dispensary,(787) 945-2996,"Catala Bld, Carazo St # 2, Guaynabo, 00969, Puerto Rico",18.361,-66.1111466,Guaynabo,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJ4xzcPoVpA4wRkbWJ--AMaB0
TETRA Dispensary,(787) 290-0033,"PR-2, km. 39.3, Local FS-2, Vega Baja, 00693, Puerto Rico",18.4464481,-66.3981585,Vega Baja,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJb6IUvJMXA4wRcAai1uRM_yU
"Weedco Dispensary, Cayey",(939) 229-5777,"4R5R+9QH, PR-1, Cayey, 00736, Puerto Rico",18.1084375,-66.1580625,Cayey,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJByQeU9FJA4wRP_CF0Vj0Yfw
Dispensario Farma Verde Cupey,(787) 773-1469,"Carr.176 KM 1.2 Calle Atlanta, Lote A, 1 Bo Local #2, San Juan, 00926, Puerto Rico",18.3823646,-66.0567442,San Juan,Dispensarios,Tienda,true,ChIJgWSqbWppA4wRzs3isVdmbCU
TETRA Dispensary,(787) 705-3337,"A-15 Calle Acacia, Esquina, Av. Lomas Verdes, Bayamón, 00956, Puerto Rico",18.3824358,-66.1458492,Bayamón,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJDac4cohrA4wRhkf_1FtsD5I
Green Health PR | San Juan | Cannabis Dispensary,(787) 565-7177,"Avenida Marginal Kennedy, Sector Bechara KM 3.4, San Juan, 00920, Puerto Rico",18.4268518,-66.0927585,San Juan,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJL3SepgFpA4wRM9UeD6vKzqU
Best Buds PR - Utuado Dispensary,(939) 905-5096,"2 Cll Washington, Utuado, 00641, Puerto Rico",18.2656236,-66.7015497,Utuado,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJvZZyKBHZAowR_QmwV8rFcfw
Cannawave By Bwell,(939) 229-1200,"617 Av. Hipódromo, San Juan, 00909, Puerto Rico",18.4472979,-66.07178870000001,San Juan,Dispensarios,Tienda,true,ChIJ_5VUGJBvA4wRIa1sLsb2JP0
Dispensario Cannabis Medicinal,(939) 814-8001,"778X+6R3 Utuado Soccer, Utuado, 00641, Puerto Rico",18.2654643,-66.7005161,Utuado,Dispensarios,"Bienestar, Cannabis Medicinal",true,ChIJPfXkY8TZAowRC4Y5CpSeje4
Dispensario Apoteka - Trujillo Alto,(787) 240-3069,"PR 877 Esquina PR 181, Andalucía Shopping Center, Local 2, San Juan, 00926, Puerto Rico",18.3823349,-66.0274913,San Juan,Dispensarios,Tienda,true,ChIJ4Wf1PAJnA4wR7A9z5Npo_PI
Foresta Cannabis Collection,(787) 680-7447,"109 Luis Llorens Torres Ave Suite 102 Arecibo Shopping Plaza, Arecibo, 00612, Puerto Rico",18.4691963,-66.7222518,Arecibo,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJNzGT4L_nAowRyZhXRSxR0lA
TETRA Dispensary,(787) 945-2995,"Centro Comercial Plaza Lago Alto #14, Trujillo Alto, 00976, Puerto Rico",18.3648185,-66.00918850000001,Trujillo Alto,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJ9dzQ_SZnA4wRcGSE5HjkDNY
Clínica Verde Dispensario Caguas,(787) 516-9979,"Ave Luis Muñoz Marín, Caguas, 00725, Puerto Rico",18.2459561,-66.0239819,Caguas,Dispensarios,Tienda,true,ChIJCRvaikJbA4wRt4BnhvCDkTI
Bwell Cannabis Dispensary Aibonito,(787) 714-8420,"Norte 165, Cll Baldorioty Local 5, Aibonito, 00705, Puerto Rico",18.1423108,-66.2674902,Aibonito,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJ-969t0E3A4wRSYDfP3WPSOU
Bwell Cannabis Dispensary Caguas,(787) 420-4206,"Caguitas Mall Local 5 Carretera #1 Bo. Pueblo, Caguas, 00725, Puerto Rico",18.2408955,-66.0363284,Caguas,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJVYmdUd1bA4wRP32k3w6VQKE
Weedco Dispensary,(787) 229-6000,"Plaza Pradera Local #7, Call, Cll Antonia Principe, Bayamón, 00961, Puerto Rico",18.4291617,-66.16637349999999,Bayamón,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJPV6kcQdrA4wRM0lRRG4D8NU
Dispensario Encanto Tree,(787) 936-7887,"PR-169, Guaynabo, 00970, Puerto Rico",18.3319308,-66.1006132,Guaynabo,Dispensarios,Tienda,true,ChIJXd93e0JDA4wRQrsT7F1fJho
Dispensario Farma Verde Bayamón,(787) 725-0592,"177 Carr. 831, Bayamón, 00959, Puerto Rico",18.3842805,-66.14357009999999,Bayamón,Dispensarios,"Bienestar, Tienda",true,ChIJgzn8sB9qA4wR2wVFXMcgdtY
Bwell Cannabis Dispensary Arecibo,(787) 420-4206,"Carr. 2 KM # 80.2 CENTRO COMERCIAL GALERIA DEL NORTE IV, SPACE A,URB HATO ABAJO WARD, Arecibo, 00612, Puerto Rico",18.4790888,-66.7600688,Arecibo,Dispensarios,"Bienestar, Tienda, Cannabis Medicinal",true,ChIJC_YM-0fnAowRrw6vv7kZ0QI
Weedco Dispensary,(787) 229-6000,"137 Yauco Plaza 1, Location 36, Yauco, 00698, Puerto Rico",18.0245452,-66.8579446,Yauco,Dispensarios,"Bienestar, Tienda, Cannabis Medicinal",true,ChIJ99Cwr5UzHYwRzOYdlpfJ54k
Puerto Rico Cannabis Co.,(917) 573-5121,"252 Ca. de la Tanca, San Juan, 00916, Puerto Rico",18.464744,-66.11423549999999,San Juan,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJX7cT_hVvA4wR_POEu9tSAjM
FLORA Dispensario,(787) 498-6050,"1000 Cll 42 SE, San Juan, 00921, Puerto Rico",18.3996231,-66.0749266,San Juan,Dispensarios,Tienda,true,ChIJ4S1zHRZpA4wRSIgN6p97yfI
Buddies Cannabis Dispensary,(787) 420-7727,"Bo. Monacillos, Cll Alda Edificio Sein #9, San Juan, 00926, Puerto Rico",18.3867975,-66.0649401,San Juan,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJNVZyN55pA4wRvMROJ6nIewk
Turf Cannabis Collection,(939) 440-4042,"450 Av. Esmeralda Local 4, Guaynabo, 00969, Puerto Rico",18.3735472,-66.1103026,Guaynabo,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJtUhRC6ZpA4wRB78xpjY_y5I
Weedco Dispensary,(787) 229-6000,"807 Carr 153, Suite 5, Santa Isabel, 00757, Puerto Rico",18.0163918,-66.3812536,Santa Isabel,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJZx047obNHIwRy7apaNrtj2E
Alternativa Natural,(787) 862-1607,"Carr. 6622, 3 Sector La Línea KM 1, Morovis, 00687, Puerto Rico",18.322156,-66.423335,Morovis,Dispensarios,Tienda,true,ChIJKRDc-y49A4wR2pHefV9yJfY
Aura Dispensary,(787) 330-1002,"Carr. 165, A14 Cll 1, Toa Alta, 00953, Puerto Rico",18.3899324,-66.253542,Toa Alta,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJ685OI84VA4wRXeJ-mtMCSDk
Yes I Cann - Dispensario Cannabis,(787) 784-0101,"3172 Av. del Valle, Mansión del Mar, Toa Baja 00949, Puerto Rico",18.4559918,-66.1827883,Mansión del Mar,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJRQPX7xdrA4wRZRbl4ubu0eA
TETRA Dispensary,(787) 425-0201,"Tetra Building, 197 Federico Costas St Suite #1, San Juan, 00918, Puerto Rico",18.4269057,-66.0713988,San Juan,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJ-RTLWThpA4wRxmqjGz1IrYo
Cannabea Dispensary,(939) 333-0223,"Urb, #1500 Av. Américo Miranda, San Juan, 00921, Puerto Rico",18.3973904,-66.0883398,San Juan,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJKeCeUABpA4wR4SHRUI0JqWA
Earth Gift Cannabis Dispensary,(787) 238-6664,"Shopping Center Local, Cll 7b, Caguas, 00727, Puerto Rico",18.2241893,-66.04740679999999,Caguas,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJCz4agU5bA4wRHV-1GVSnCq4
TETRA Dispensary,(787) 773-1639,"Escorial Shopping Village, Carolina, 00987, Puerto Rico",18.3946244,-65.9930176,Carolina,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJDTURDD9nA4wRYRdMHmZd4_0
TETRA Dispensary,(787) 238-8405,"PR-2 Km 143 3, Bo Intersection PR-402, Añasco, 00610, Puerto Rico",18.2963745,-67.1586892,Añasco,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJ_-HNMJ-xAowRCEoGm7t6IcU
BLeaf Dispensary,(787) 728-1986,"Marginal Baldorioty de Castro Norte Shopping Center Local #18, San Juan, 00911, Puerto Rico",18.4475237,-66.0509173,San Juan,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJZ5xmbZJvA4wRyZIRUaGkzOY
Dispensario Pronatura Cannabis,(939) 204-6404,"X-16, Av. Las Cumbres, Bayamón, 00956, Puerto Rico",18.3659887,-66.1710066,Bayamón,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJ6z381oBBA4wRIAJbdudtMoo
Biogrow Cannabis Corp.,(787) 766-6900,"Reparto Industrial Sein, 1550 C. Juan Ponce de León, San Juan, 00926, Puerto Rico",18.385176,-66.0650891,San Juan,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJteMCwgJpA4wRsO2oHeTok9I
Bloom* Cannabis Dispensary,(787) 994-4048,"Carr 2 Km 28, 9 Bo Local #1, Vega Alta, 00692, Puerto Rico",18.4130455,-66.3079068,Vega Alta,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJvSGDtzsVA4wR_I2xLfhCjmU
Dispensario Farma Verde 65th Rio Piedras,(787) 625-0344,"solar #10, San Juan, 00924, Puerto Rico",18.3950692,-66.0395351,San Juan,Dispensarios,Tienda,true,ChIJ4QQ9hPBnA4wRx6xBdMiOZwU
Dispensario Farma Verde Dorado,(787) 520-7321,"Carr 693, Classic Court, 54 Avenida Blvd Nogal, Dorado, 00646, Puerto Rico",18.4652147,-66.2752457,Dorado,Dispensarios,"Bienestar, Tienda",true,ChIJ4xT3_ksVA4wRehEuxh0YOAo
Cruz Verde Dispensario,(939) 715-1103,"264-B Av. Jesús T. Piñero, San Juan, 00927, Puerto Rico",18.4073197,-66.06371539999999,San Juan,Dispensarios,Tienda,true,ChIJDQlEvTtpA4wREz2ddzy6bhc
Nextgen Pharma,(787) 420-0033,"C. A, Toa Baja, 00949, Puerto Rico",18.445888,-66.25356909999999,Toa Baja,Dispensarios,Tienda,true,ChIJC1Y3pLgUA4wRGQ2rH3vlxgs
Yerba Santa,(787) 900-1915,"Yerba Santa Carr. 719 Km. 1.6 Bo. Helechal Sect, Barranquitas, 00794, Puerto Rico",18.1749591,-66.306483,Barranquitas,Dispensarios,Tienda,true,ChIJFY7sHfI3A4wRcn6bOGU2JF8
Sinsemilla,(787) 301-0420,"1781 Ave Paz Granela, San Juan, 00921, Puerto Rico",18.3867712,-66.0977499,San Juan,Dispensarios,Tienda,true,ChIJp7WCwFBpA4wR8eZpoG8v-zE
Cura Verde Cannabis,(787) 820-8476,"Carr 129 KM 15.0 Bo, Hatillo 00659, Puerto Rico",18.3632627,-66.80251369999999,Bayaney,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJqZbRWtXdAowRTlZHb7bUyBg
Best Buds PR - Hatillo Dispensary,(787) 965-0066 ext. 2000,"Carr #2 Km 84.8 Edificio 313 B, Hatillo 00659, Puerto Rico",18.4884219,-66.79910079999999,Carrizales,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJSfj03XPnAowRdov7EzFYhLE
Bwell Cannabis Dispensary Salinas,(787) 420-4206,"Plaza Salinas, PR-180 Local B-2, Salinas, 00751, Puerto Rico",17.9723969,-66.2907662,Salinas,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJa-NYQh3LHIwRpR46tdAtYXo
Bgreen Cannabis Dispensary,(787) 229-6000,"PR-128 Km 0.5 Ste 305 Yauco Plaza 1, Yauco, 00698, Puerto Rico",18.0244894,-66.8579606,Yauco,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJg5jlEc0zHYwR-5OX14eUnpY
Dispensario Moña Verde,(787) 992-7216,"1129 Av. Muñoz Rivera Suite 2, Ponce, 00717, Puerto Rico",17.9979353,-66.6210777,Ponce,Dispensarios,Tienda,true,ChIJx0AHMjArHYwRyNOvb0bIeNA
Bgreen Cannabis Dispensary,(787) 229-6000,"Pr-153 Km 7.2 Bo Jauca 2, Ste 14 Plaza Santa Isabel, Santa Isabel, 00757, Puerto Rico",18.016382,-66.381222,Santa Isabel,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJBQhnlR_NHIwR8UKePbbB5iM
Dispensario Farma Verde Isla Verde,(787) 998-2420,"Av. Isla Verde, Carolina, 00979, Puerto Rico",18.4436914,-66.0280366,Carolina,Dispensarios,Tienda,true,ChIJ3ZXnX1plA4wRF828gIBpYpo
Weeds Dispensary,(787) 476-1860,"Calle Jose G. Padilla Parque Industrial Maria L. Arcelay Edificio 2 Modulo 2 Suite 105, Mayagüez, 00682, Puerto Rico",18.2137339,-67.15412599999999,Mayagüez,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJJbALPlGzAowRGEm2tDRXaCY
Green Vibes,(787) 675-6680,"PR-129, Lares, 00669, Puerto Rico",18.3093448,-66.87685429999999,Lares,Dispensarios,Tienda,true,ChIJw9z9Ek_FAowRCp9pk5dcZSo
HerbaCann Apothecary,(787) 523-6532,"#4 C. México, San Juan, 00917, Puerto Rico",18.4246416,-66.0570762,San Juan,Dispensarios,Tienda,true,ChIJu_7b-T5pA4wRGTGndPt3ZyY
Dispensario Cannabis Pharmacy Green,(787) 870-1212,"Carr. 861 Km 6.4, Local #2, Toa Alta, 00953, Puerto Rico",18.3674104,-66.2226874,Toa Alta,Dispensarios,"Tienda, Cannabis Medicinal",true,ChIJkYDArk9BA4wRb1SjWZvieao
Senses Med Center,(939) 229-1120,"San Juan, 00925, Puerto Rico",18.4094808,-66.0572024,San Juan,Dispensarios,Tienda,true,ChIJJWl8sJpoA4wRn5nJnNSJigY
Solución Natural - Dispensario,(787) 699-8050,"BarrioBarros, 6JR2+3PX, State Rte 155, Orocovis, 00720, Puerto Rico",18.2402493,-66.3981532,Orocovis,Dispensarios,Tienda,true,ChIJ8WTQ0rc7A4wRC0yjNHM3EC8
