place_id,nombre,telefono,direccion,municipio,latitud,longitud,categoria_principal,categorias_detectadas_busqueda,subcategorias_sugeridas,business_status,google_types
ChIJ84RKnprVHIwR3mgUjxup9Do,Divine Spa,(787) 284-0800,"Condominio Alcázar Boulevar Miguel A Pou Calle Alcázar Ponce PR 00716, Ponce, 00716, Puerto Rico",Ponce,18.013053,-66.60405399999999,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJBbfoOgDVHIwR3qlXzzOk410,Indira spa,(787) 624-0870,"1482 Av. Tito Castro, Ponce, 00716, Puerto Rico",Ponce,18.0379255,-66.58365549999999,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJhwT0zkPXHIwRxp_tEplfryo,Spa en Ponce / D'Massage by Adara Miquel,(787) 364-6308,"1150 Av. Caribe, Ponce, 00716, Puerto Rico",Ponce,17.971526,-66.6016332,Spas,Spas,Spa|Masajes,OPERATIONAL,establishment|point_of_interest|spa
ChIJtWbOFKxvA4wRe5zjmWQ-5qw,Zen Spa Oceano at Caribe Hilton,(787) 721-8433,"1 C. San Gerónimo, San Juan, 00901, Puerto Rico",San Juan,18.4643386,-66.0868309,Spas,Spas,Salon de Belleza|Cuidado Capilar|Spa,OPERATIONAL,beauty_salon|establishment|hair_care|lodging|point_of_interest|spa
ChIJjZ-uUtpOA4wRC3eAHm0miT4,Copamarina Beach Resort & Spa,(787) 821-0505,"PR-333 Km 6.5, Guánica, 00653, Puerto Rico",Guánica,17.9532179,-66.87964699999999,Spas,Spas,Spa|Tienda,OPERATIONAL,bar|cafe|establishment|food|lodging|point_of_interest|restaurant|spa|store
ChIJR5gEQpLVHIwR3ucSnVnSuHU,Aqua Colon Spa,(787) 412-3338,"2956 Av. Emilio Fagot, Ponce, 00717, Puerto Rico",Ponce,18.0056645,-66.6042092,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJI4y2GQFpA4wRIBP_Zlx_jqU,Zen Spa San Patricio,(787) 781-8433,"B2 Tabonuco Street, Town Center, Av. San Patricio Local 1800, Guaynabo, 00968, Puerto Rico",Guaynabo,18.4050803,-66.1063861,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJKXBNqjbVHIwRvQlc2TMfKDg,Serenity Head Spa,(939) 457-9649,"Legacy Office Park, tercer piso, suite 303, Coto Laurel, Ponce 00795, Puerto Rico",Coto Laurel,18.0423475,-66.5508071,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJkVJyBT9mA4wRKd4kMSVgIiI,Nouvelle D'Spa Boutique,(787) 759-2935,"1000 Suite 228, The Mall of San Juan Blvd, San Juan, 00924, Puerto Rico",San Juan,18.411827,-66.024872,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJ6TvcTMXTHIwRR5MrsW8ua84,Browfox Ponce,(787) 566-7573,"2937 Av. Emilio Fagot, Ponce, 00716, Puerto Rico",Ponce,18.0149462,-66.600465,Spas,Spas,Salon de Belleza|Cuidado Capilar|Bienestar|Spa,OPERATIONAL,bar|beauty_salon|establishment|hair_care|health|point_of_interest|spa
ChIJbRPe-HGzAowRtWPwVwe4rSM,Esencia Spa By Grace,(939) 425-2137,"345 Bo km 1.6, Hormigueros, 00660, Puerto Rico",Hormigueros,18.1350571,-67.11571409999999,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJhX3NTNkpA4wRCQgyOg91N6U,Sohest Spa,(787) 925-6499,"PR-144 k.m. 2.8, Jayuya, 00664, Puerto Rico",Jayuya,18.2198567,-66.6139968,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJyVAmenTnAowRl-8W48XUy4Y,Sole y Luna Spa & Wellness Center,(939) 429-4772,"Hato Abajo, Arecibo, 00612, Puerto Rico",Arecibo,18.4617335,-66.76611439999999,Spas,Spas,Spa|Wellness,OPERATIONAL,establishment|point_of_interest|spa
ChIJPRtUz5bVHIwRNwVgomT3nuo,MarColley Spa & Salón,(787) 841-0007,"1066 Cll Ensueño, Ponce, 00717, Puerto Rico",Ponce,18.0085106,-66.5990546,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJ2dslkb8ZA4wRP4VpH-sBWS8,Renova Spa,(787) 632-5089,"A 94, Manatí, 00674, Puerto Rico",Manatí,18.4381225,-66.4428217,Spas,Spas,General,OPERATIONAL,establishment|point_of_interest
ChIJhzCPx_AfA4wR7QmTVPLgwlQ,Ikigai Wellness SPA,(787) 216-0660,"Carr 140, Sector Cruce Davila, Km 64.3, C. Marginal Local 2, Barceloneta, 00617, Puerto Rico",Barceloneta,18.4325824,-66.56404359999999,Spas,Spas,Bienestar|Wellness,OPERATIONAL,establishment|health|point_of_interest
ChIJVV9TvvHFAowRaIWn_Oe6t8k,ESSENZE SPA,(787) 245-8562,"Puerto Rico 454 km. 4.6, Lares, 00669, Puerto Rico",Lares,18.3373084,-66.84706659999999,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJF3S4knnVHIwRKbqvqIc6mSE,Zāin Skin Clinic,(939) 222-8519,"COND. SAN VICENTE, Piso 2, Suite 214, Ponce, 00717, Puerto Rico",Ponce,18.009037,-66.6146062,Spas,Spas|Esteticas,Salon de Belleza|Cuidado Capilar|Spa|Faciales,OPERATIONAL,beauty_salon|establishment|hair_care|point_of_interest|spa
ChIJs3asWAAXA4wRnYLlhMskfUQ,Nat Spa & Wellness Center,(787) 858-0831,"56 C. Ramon E Betances, Vega Baja, 00693, Puerto Rico",Vega Baja,18.4448758,-66.3891149,Spas,Spas,Spa|Wellness,OPERATIONAL,establishment|point_of_interest|spa
ChIJdeQuYfXYAowRs-Ck1E36AvM,Casa Grande Mountain Retreat (for adults 18yrs+),(787) 702-3156,"Carretera 612 Km. 0.3, Barrio, Utuado 00641, Puerto Rico",Caonillas Abajo,18.2841987,-66.6415621,Spas,Spas,Bienestar,OPERATIONAL,establishment|food|health|lodging|point_of_interest|restaurant
ChIJb_x-IprVHIwR0KW_UexuBYA,Glamroom Lash and Brow Studio,(939) 201-8002,"2918 Av. Emilio Fagot, Ponce, 00716, Puerto Rico",Ponce,18.0138921,-66.6003288,Spas,Spas|Esteticas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJlees88VEA4wRSarI6I0KqGU,Beautiful Body Esthetic & Spa Caguas,(787) 786-1001,"Grand Boulevard Los Prados, Caguas, 00727, Puerto Rico",Caguas,18.2360663,-66.0588066,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJzdOX5xQrHYwRxl-F_WKym_8,Jk Esthetic Spa,(939) 254-8751,"1246-1298 Av. Muñoz Rivera, Ponce, 00717, Puerto Rico",Ponce,18.0016284,-66.6209174,Spas,Spas|Esteticas,General,OPERATIONAL,establishment|point_of_interest
ChIJMcomXifVHIwRbG4OLwRe3Js,Deja Vu by Yomari,(787) 394-9603,"PR-506 Km .07, Coto Laurel, Ponce 00780, Puerto Rico",Coto Laurel,18.0422937,-66.55083379999999,Spas,Spas,Salon de Belleza|Cuidado Capilar|Bienestar|Spa,OPERATIONAL,beauty_salon|establishment|hair_care|health|point_of_interest|spa
ChIJx6k1twErHYwR9oRl-nenMEM,L ' AnnMar Esthetic Wellness Spa,(787) 973-0979,"1975 PR-163, Ponce, 00728, Puerto Rico",Ponce,18.0049175,-66.6293103,Spas,Spas|Esteticas,Spa|Wellness,OPERATIONAL,establishment|point_of_interest|spa
ChIJV0WZLyUyHYwRMwvceOYGto8,Majestic Beauty & Spa,(787) 267-2411,"Centro Profesional del Sur, sector, Yauco, 00698, Puerto Rico",Yauco,18.0192582,-66.8732862,Spas,Spas,Salon de Belleza|Spa,OPERATIONAL,beauty_salon|establishment|point_of_interest|spa
ChIJfdzY5CZqA4wRhmv4PqaHVtg,Beautiful Body Esthetic & Spa,(787) 786-1001,"Calle Betances, Bayamón, 00961, Puerto Rico",Bayamón,18.3971561,-66.1662097,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJubKd9szVHIwRxLCjg9vDKJU,Healing Hands Aesthetics,(787) 601-4971,"Bda, 59 Calle Ernestina Torres, Ponce, 00730, Puerto Rico",Ponce,18.0253291,-66.6134857,Esteticas,Spas,Faciales,OPERATIONAL,establishment|point_of_interest
ChIJs1bbPSbVHIwR1w4pQlmKbgc,Bela Esthetic,(787) 400-9883,"2656 Las Américas Ave, Ponce, 00730, Puerto Rico",Ponce,18.0041927,-66.60217949999999,Spas,Spas|Esteticas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJz_sDbQArHYwR2MfNlqeUVDs,LAO WELLNESS SPA,(787) 667-0687,"Calle Ferrocarril &, 294J+PV9, C. James McManus, Ponce, 00717, Puerto Rico",Ponce,18.006782,-66.6177541,Spas,Spas,Salon de Belleza|Wellness,OPERATIONAL,beauty_salon|establishment|point_of_interest
ChIJZ-VqRrfVHIwRrJrJjx5_2hY,LaVie Esthetic & Spa,(787) 527-7509,"1486 Av. Tito Castro, Ponce, 00716, Puerto Rico",Ponce,18.0380967,-66.58343339999999,Spas,Spas|Esteticas,General,OPERATIONAL,establishment|point_of_interest
ChIJU6QRMdnTHIwRCa5YcDKGoC8,Aquarius Head Spa & Esthetic,(787) 341-7543,"5 PR-14 Local G, Juana Díaz, 00795, Puerto Rico",Juana Díaz,18.0524354,-66.5130422,Spas,Spas|Esteticas,General,OPERATIONAL,establishment|point_of_interest
ChIJR1LKzB0VA4wRbddyn1-WWNk,Beautiful Body Esthetic & Spa,(787) 786-1001,"7007, PR-693, Dorado, 00646, Puerto Rico",Dorado,18.4224275,-66.2674772,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJozP1dVpoA4wR6dmQF0quvV8,Sherie Diaz Spa,(787) 793-6344,"1268 Cll 54 SE, San Juan, 00921, Puerto Rico",San Juan,18.3938318,-66.0803901,Spas,Spas|Esteticas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJXbP4LumzAowRgN_hNuXrGIk,MEDCLINIC LA EVOLUCIÓN DE LA ESTÉTICA,(787) 966-6754,"Calle Carmelo Martinez 128 Mayaguez PR 00681 2190 Ponce by pass Ponce 00716, Mayaguez, Ponce 00681, Puerto Rico",Mayaguez,17.9953715,-66.61653319999999,Spas,Spas|Esteticas,Salon de Belleza|Spa|Tienda,OPERATIONAL,beauty_salon|establishment|point_of_interest|spa|store
ChIJ-9UpPlfVHIwR657kJSWC_L0,Alquimia Med Spa,(939) 731-3322,"Alquimia Med Spa, El Monte Plaza, 2703 Cll El Monte Suite A5, Ponce, 00716, Puerto Rico",Ponce,18.0402513,-66.5786193,Spas,Spas,Salon de Belleza|Cuidado Capilar|Bienestar|Spa,OPERATIONAL,beauty_salon|establishment|hair_care|health|point_of_interest|spa
ChIJ4cJOLyTVHIwR3qklK1mK2KE,"I care, relax... LLC (Estudio de masaje terapéutico)",(787) 612-0762,"108, L-1 C. Unión, Ponce, 00730, Puerto Rico",Ponce,18.0142039,-66.6149143,Spas,Spas,Masajes|Wellness,OPERATIONAL,establishment|point_of_interest
ChIJA0Z4CxE7A4wRhpQ-O4Cfjbg,Unika Holistic Spa,(939) 397-9462,"PR-618 kilómetro 7.5, Corozal, 00783, Puerto Rico",Corozal,18.2987378,-66.35840209999999,Spas,Spas,General,OPERATIONAL,establishment|point_of_interest
ChIJp3WOp4AXA4wRttqCcUn-BLI,Belladonna Medical Wellness Vega Baja,(787) 533-7520,"Vega Baja, 00693, Puerto Rico",Vega Baja,18.4413771,-66.4271213,Spas,Spas,Bienestar|Spa|Wellness,OPERATIONAL,establishment|health|point_of_interest|spa
ChIJT2J1Ia7qAowRme5oxcJxbLs,Royal Isabela,(787) 609-5888,"F2V6+9V, 396 Avenida Noel Estrada, Isabela, 00662, Puerto Rico",Isabela,18.4860476,-66.990448,Spas,Spas,General,OPERATIONAL,establishment|food|lodging|point_of_interest|restaurant
ChIJW7fZisjVHIwRECzRYCMItII,The Science of Beauty,(787) 329-1056,"75 C. Cristina Local 3, Ponce, 00716, Puerto Rico",Ponce,18.0117812,-66.6130173,Spas,Spas|Esteticas,Bienestar|Spa,OPERATIONAL,establishment|health|point_of_interest|spa
ChIJq6XhVp5vA4wRAvvVq2XHZ4s,Elemara Spa and Salon,(787) 977-3392,"1077 Ashford Ave Suite Tower, San Juan, 00907, Puerto Rico",San Juan,18.4571525,-66.0733963,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJtQJiRuC_AowRrWEs1CqzAGM,Aposentos Spa Retreats,(939) 644-1298,"PR-2 Km 111.5, Isabela 00662, Puerto Rico",Arenales Bajos,18.4706681,-67.021498,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJ0frhq0iZBIwREH6urKyBsMg,ChiSpa Massage & Bodyworks Studio,(787) 465-0819,"153 A Marginal Fortuna 2nd Floor, Luquillo, 00773, Puerto Rico",Luquillo,18.3795004,-65.74366309999999,Spas,Spas,Spa|Masajes,OPERATIONAL,establishment|point_of_interest|spa
ChIJQdDydk6ZBIwRZM9WG9_BqD0,Mandara Spa,(787) 888-6285,"6000 Blvd. Río Mar, Río Grande, 00745, Puerto Rico",Río Grande,18.3884087,-65.7559634,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJcWkp9s6_AowRq5RmCz51r5I,Le Cute Princess Spa,(787) 220-0841,"Km 112.2, Isabela, 00662, Puerto Rico",Isabela,18.4692978,-67.0282046,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJ4bDpfcduA4wR7-q81FGWPAo,Anam Spa and Cocktail Lounge,(939) 416-9037,"259 Calle del Cristo, San Juan, 00901, Puerto Rico",San Juan,18.4640339,-66.1176171,Spas,Spas,Spa,OPERATIONAL,bar|establishment|food|point_of_interest|restaurant|spa
ChIJszJc99ZvA4wRIm_FIW8A-sc,Nuovo Corpo Talaso Spa,(939) 337-1212,"1018 Ashford Avenue Condado Astor Third Floor, Suite 3A-9 and 3A-8, San Juan, 00907, Puerto Rico",San Juan,18.4587901,-66.0773957,Spas,Spas,Salon de Belleza|Bienestar|Spa|Tienda,OPERATIONAL,beauty_salon|establishment|health|point_of_interest|spa|store
ChIJDfUk4qZpA4wRCY9uJzBttyk,Blu Room Spa,(787) 477-0277,"44 Carazo St, Guaynabo, 00969, Puerto Rico",Guaynabo,18.360213,-66.11079459999999,Spas,Spas,Bienestar|Spa,OPERATIONAL,establishment|health|point_of_interest|spa
ChIJ69mGHzJqA4wR6m2Fot3I_kM,Spa Skin Professionals & Assts.,(787) 786-7290,"#110 C. La Cambija, Bayamón, 00961, Puerto Rico",Bayamón,18.405012,-66.1547185,Spas,Spas,Salon de Belleza|Spa|Faciales,OPERATIONAL,beauty_salon|establishment|point_of_interest|spa
ChIJf6l6Vv6_AowRY24_E7tQ-FQ,Heavenly Spa Isabela,(787) 872-0730,"Calle Marginal, Isabela, 00662, Puerto Rico",Isabela,18.4731671,-67.00202279999999,Spas,Spas,Salon de Belleza|Spa,OPERATIONAL,beauty_salon|establishment|point_of_interest|spa
ChIJZbrqk5vVHIwRU8prrNPrD_4,KD SkinCare Studio,(787) 209-5237,"Calle Caoba, Ponce, 00716, Puerto Rico",Ponce,18.0039958,-66.5899239,Spas,Spas,Spa|Faciales,OPERATIONAL,establishment|point_of_interest|spa
ChIJKXHea5lpA4wRYBoOpExBZ3U,Le Clinique Esthetic & Spa,(787) 765-1835,"97 carretera #2 km 7.4 Galería de Suchville, Suite #217, Guaynabo, 00966, Puerto Rico",Guaynabo,18.3986185,-66.1226111,Spas,Spas|Esteticas,Salon de Belleza|Cuidado Capilar|Bienestar|Spa,OPERATIONAL,beauty_salon|establishment|hair_care|health|point_of_interest|spa
ChIJo-wfNyBvA4wRoeFPeGg0D_M,Vida Wellness Puerto Rico,(939) 377-0502,"The Shops, 6063 Av. Isla Verde, Carolina, 00979, Puerto Rico",Carolina,18.4430277,-66.01833839999999,Spas,Spas,Bienestar|Spa|Wellness,OPERATIONAL,establishment|health|point_of_interest|spa
ChIJ9xJQsBmXBIwRDK1TVXeQdNw,El Conquistador Resort,(787) 863-1000,"1000 Avenida El Conquistador, Fajardo, 00738, Puerto Rico",Fajardo,18.3585045,-65.62825459999999,Spas,Spas,General,OPERATIONAL,establishment|lodging|point_of_interest
ChIJ36FJ9b0UA4wRazE7Dh69UjM,Amasa Mobile Spa,(939) 940-5223,"Car. 693, Calle Comercio, Dorado, 00646, Puerto Rico",Dorado,18.4633798,-66.2732109,Spas,Spas,General,OPERATIONAL,establishment|point_of_interest
ChIJzydwNZoUA4wRZ8Bj-x6PfM0,Dorado's Esthetic Center and Salon,(787) 961-8888,"373 Méndez Vigo Rd, Dorado, 00646, Puerto Rico",Dorado,18.4610964,-66.26799079999999,Spas,Esteticas,Salon de Belleza|Cuidado Capilar|Bienestar|Spa,OPERATIONAL,beauty_salon|establishment|hair_care|health|point_of_interest|spa
ChIJsWNecZsrHYwR93eGdvcKQHw,Innovation Medical Esthetic,(787) 390-2983,"Urbanización, 1836 Las Américas Ave, Ponce, 00728, Puerto Rico",Ponce,18.0059245,-66.635796,Esteticas,Esteticas,Bienestar|Faciales,OPERATIONAL,establishment|health|point_of_interest
ChIJ6aHI_mvVHIwRsncPmFU_1cM,Nath Esthetic Ponce,(939) 401-6243,"89 Simon de la Torre, Ponce, 00730, Puerto Rico",Ponce,18.0141841,-66.61752000000001,Esteticas,Esteticas,Faciales,OPERATIONAL,establishment|point_of_interest
ChIJ42DfT_YrHYwRcm-Wn7H2AXI,AN-ESTHETIC STUDIO,(787) 390-0222,"354-398 Calle Villa, Ponce, 00728, Puerto Rico",Ponce,18.0108192,-66.6332959,Esteticas,Esteticas,Faciales,OPERATIONAL,establishment|point_of_interest
ChIJCzj722hvA4wRFEMFQewjT-Q,Nika Beauty Center,(787) 367-7140,"1202 Magdalena Ave, San Juan, 00907, Puerto Rico",San Juan,18.454983,-66.072236,Spas,Esteticas,Salon de Belleza|Cuidado Capilar|Bienestar|Spa,OPERATIONAL,beauty_salon|establishment|hair_care|health|point_of_interest|spa
ChIJm5eO2PorHYwR_fCleV5dkGs,Esthetician Delgado,(787) 527-9598,"Coliseo Shopping Center, 2525 Av. Eduardo Ruberte STE 205, Ponce, 00730, Puerto Rico",Ponce,18.0008125,-66.63428619999999,Spas,Esteticas,Salon de Belleza|Cuidado Capilar|Bienestar|Spa|Tienda,OPERATIONAL,beauty_salon|establishment|hair_care|health|point_of_interest|spa|store
ChIJy5K4IopoA4wRnL3_MmI9IAU,CorpoBello,(787) 751-2321,"United States, Condominio Jardines Metropolitanos 2, 317 Calle 32, San Juan, 00927, Puerto Rico",San Juan,18.3997946,-66.0648643,Spas,Esteticas,Salon de Belleza|Spa,OPERATIONAL,bar|beauty_salon|establishment|night_club|point_of_interest|spa
ChIJL94xrBpdA4wRFNDsyeh9md4,Estética Facial & Corporal,(787) 919-3136,"157 Cll Andrés Arús Rivera, Gurabo, 00778, Puerto Rico",Gurabo,18.2541514,-65.9742926,Spas,Esteticas,Salon de Belleza|Cuidado Capilar|Bienestar|Spa|Faciales,OPERATIONAL,beauty_salon|establishment|hair_care|health|point_of_interest|spa
ChIJh00z6g3THIwRe9GfaYG6SH8,Paradise Esthetic by A. galarza,(787) 987-8144,"PR-510, Juana Díaz, 00795, Puerto Rico",Juana Díaz,18.0303954,-66.5131455,Spas,Esteticas,Salon de Belleza|Cuidado Capilar|Bienestar|Spa,OPERATIONAL,beauty_salon|establishment|hair_care|health|point_of_interest|spa
ChIJO510uUEfA4wRdKBzCt9qjk4,Laser Dreams Estética,(787) 549-1009,"Carr Puerto Rico 2 KM 57.6, Barrio, Barceloneta 00617, Puerto Rico",Florida Afuera,18.4314464,-66.56013,Spas,Esteticas,Salon de Belleza|Cuidado Capilar|Bienestar|Spa,OPERATIONAL,beauty_salon|establishment|hair_care|health|point_of_interest|spa
ChIJ60xi4nplA4wRQR8zhR-vq7s,Numed Medical Aesthetics Center,(787) 425-0606,"41 C. Marginal Villamar, Carolina, 00979, Puerto Rico",Carolina,18.4426575,-66.0276099,Spas,Esteticas,Bienestar|Spa,OPERATIONAL,establishment|health|point_of_interest|spa
ChIJxRyQPPcrHYwRSiuJDuxTuB8,Rosado La Vie' aesthetic,(631) 598-9679,"5311 Calle Sagitada, Ponce, 00728, Puerto Rico",Ponce,18.0318773,-66.6630885,Spas,Esteticas,Salon de Belleza|Spa,OPERATIONAL,beauty_salon|establishment|point_of_interest|spa
ChIJEVO38y9vA4wR-agWNIYdeik,Le Clinique Esthetic & Spa | Ciudadela,(787) 425-0013,"1511- Ponce de León, Ciudadela, suite 29, San Juan, 00912, Puerto Rico",San Juan,18.4465851,-66.0665594,Spas,Esteticas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJs63br6krHYwRtaLY3b809Kc,Supreme Medical Esthetic,(939) 384-0738,"1867 Las Américas Ave, Ponce, 00728, Puerto Rico",Ponce,18.0060533,-66.6339027,Esteticas,Esteticas,Bienestar|Faciales,OPERATIONAL,establishment|health|point_of_interest
ChIJwTAU4u7VHIwRduG2AF6uC2E,Kalon Spa & Esthetic,(787) 299-9878,"2C32+Q8G Urb Constancia, Cll Napoles, Ponce, 00717, Puerto Rico",Ponce,18.004436,-66.59917109999999,Spas,Esteticas,Tienda,OPERATIONAL,establishment|point_of_interest|store
ChIJgbDXuyQrHYwRjD1tgXDbaaM,N.A Aesthetic,(939) 295-8862,"Av. Muñoz Rivera, Ponce, 00717, Puerto Rico",Ponce,17.9993766,-66.6210808,Esteticas,Esteticas,Faciales,OPERATIONAL,establishment|point_of_interest
ChIJR-8hHpNrA4wR4uCc8lw27vM,"ZAH ACADEMY OF BEAUTY, HEALTH AND ESTHETIC",(787) 844-6070,"1120 Av. Muñoz Rivera, Ponce, 00730, Puerto Rico",Ponce,17.9975341,-66.6207543,Esteticas,Esteticas,Tienda|Faciales,OPERATIONAL,establishment|point_of_interest|store
ChIJaZC-tpYrHYwRRXPLYiuWr9Q,A.S.V Beauty Studio,(939) 245-2873,"Bda.clausell, 59 calle Santander, Ponce, 00730, Puerto Rico",Ponce,18.0134936,-66.6284932,Salones de Belleza,Esteticas,Salon de Belleza|Cabello,OPERATIONAL,beauty_salon|establishment|point_of_interest
ChIJve-qvU1hA4wRtZCnWSVegTo,Before and After beauty and spa,(787) 963-0963,"Las Lomas de Carolina D-17, 2 C. Yunquecito, Carolina, 00987, Puerto Rico",Carolina,18.3729937,-65.9460478,Spas,Esteticas,Salon de Belleza,OPERATIONAL,beauty_salon|establishment|point_of_interest
ChIJz78L6VPVHIwRtKnc8UcIVXQ,Aura Med Clinic,(787) 931-7309,"Local 5, Centro Del Sur Mall, Ponce, 00716, Puerto Rico",Ponce,18.0098606,-66.6020675,Esteticas,Esteticas,General,OPERATIONAL,establishment|point_of_interest
ChIJn9mswestHYwR9wLdeRDH94g,Nara’s Salón,(939) 788-7360,"103 C. Muñoz Rivera, Peñuelas, 00624, Puerto Rico",Peñuelas,18.0509578,-66.7209033,Salones de Belleza,Esteticas,Salon de Belleza|Cabello,OPERATIONAL,beauty_salon|establishment|point_of_interest
ChIJN1-Js5vVHIwRtYrz1HCE3Vg,Diosa Brow Lounge,(939) 579-9466,"2935 Av. Emilio Fagot, Ponce, 00716, Puerto Rico",Ponce,18.014929,-66.600449,Salones de Belleza,Esteticas,Salon de Belleza|Lashes y Cejas,OPERATIONAL,beauty_salon|establishment|point_of_interest
ChIJB9XW5nRrA4wRAG7V_7Z_2Eg,Nefer Aesthetic Clinic,(939) 440-4140,"51 #38 Av. Main, Bayamón, 00959, Puerto Rico",Bayamón,18.3932295,-66.14255299999999,Spas,Esteticas,Bienestar|Spa,OPERATIONAL,establishment|health|point_of_interest|spa
ChIJyWP9LIrVHIwRRghT5etWz8M,NUC Beauty Salón - Ponce,(787) 840-6119,"709 C. Ferrocarril, Ponce, 00717, Puerto Rico",Ponce,18.0057646,-66.6141411,Salones de Belleza,Esteticas,Salon de Belleza|Cabello,OPERATIONAL,beauty_salon|establishment|point_of_interest
ChIJUY0F3BZpA4wRzK_a3v-2D04,LUN Clinique | Estética + Ciencia,(787) 689-2247,"Centro Internacional de Mercadeo, Torre II, 90 PR-165 Suite 303, Guaynabo, 00965, Puerto Rico",Guaynabo,18.4219669,-66.1092298,Spas,Esteticas,Salon de Belleza|Cuidado Capilar|Bienestar|Spa,OPERATIONAL,beauty_salon|establishment|hair_care|health|point_of_interest|spa
ChIJxQOimm4fA4wR0hf1Kc7xm8U,Mimo Mento Esthetic,(787) 613-8986,"Carr 2 km 57.2, Local 14, Barceloneta, 00617, Puerto Rico",Barceloneta,18.4321004,-66.559626,Esteticas,Esteticas,Tienda|Faciales,OPERATIONAL,establishment|point_of_interest|store
ChIJn2423wIrHYwR0qLU0Tw2IFs,Barbiere Salone Di Bellezza,(787) 245-4411,"Calle Distrito, Esquina, 295 Calle Villa, Ponce, 00728, Puerto Rico",Ponce,18.0103885,-66.6273439,Salones de Belleza,Esteticas,Salon de Belleza|Cabello,OPERATIONAL,beauty_salon|establishment|point_of_interest
ChIJWU_lwI87A4wRXo5BAS8iGng,Sinala Esthetic,(787) 930-7666,"PR-155 km 22.5, Orocovis, 00720, Puerto Rico",Orocovis,18.2251379,-66.3928987,Esteticas,Esteticas,Faciales,OPERATIONAL,establishment|point_of_interest
ChIJN15A4lHTHIwRODXcg6XDd14,Dreams Nails,(787) 709-5574,"1164 Av. Eugenio María de Hostos Suite 2, Ponce, 00717, Puerto Rico",Ponce,17.9993546,-66.6136253,Salones de Belleza,Esteticas,Salon de Belleza|Unas,OPERATIONAL,beauty_salon|establishment|point_of_interest
ChIJjZABTPFnA4wRkQlZOExGbQQ,Glamour Esthetic,(939) 277-4644,"24013 Av. Eduardo Conde, San Juan, 00915, Puerto Rico",San Juan,18.4359903,-66.0399108,Esteticas,Esteticas,Faciales,OPERATIONAL,establishment|point_of_interest
ChIJSbNMzprVHIwRdx53eGPXcRU,Best Buds PR - Ponce Dispensary,(787) 965-0066,"Valle Real Shopping Center, State Road #2, Ponce Bypass local #6, Ponce, 00731, Puerto Rico",Ponce,17.9953096,-66.62274409999999,Dispensarios,Dispensarios,Tienda|Cannabis Medicinal,OPERATIONAL,establishment|point_of_interest|store
ChIJWUkwX0grHYwRzeE5i2iqpKQ,TETRA Dispensary,(787) 840-5655,"PR-2, 3 Ponce Bypass KM 228, Ponce, 00733, Puerto Rico",Ponce,17.995588,-66.6088692,Dispensarios,Dispensarios,Tienda|Cannabis Medicinal,OPERATIONAL,establishment|point_of_interest|store
ChIJR4msvsPVHIwReB-m31T48dk,Puerto Rico Chronic Relief,(787) 505-7066,"#3006 Av. Emilio Fagot, Ponce, 00716, Puerto Rico",Ponce,18.0191386,-66.59941549999999,Dispensarios,Dispensarios,Tienda,OPERATIONAL,establishment|point_of_interest|store
ChIJ8RfVa67VHIwRMwin_gdv7og,Clínica Verde Dispensario Ponce,(787) 516-9990,"121 Av. Tito Castro #606, Ponce, 00716, Puerto Rico",Ponce,18.0257768,-66.5989468,Dispensarios,Dispensarios,Tienda,OPERATIONAL,establishment|point_of_interest|store
ChIJQ8iP1OHVHIwRjXRQNM3RPlA,Bwell Cannabis Dispensary Ponce,(787) 420-4206,"Jardines Fagot, Ponce, 00716, Puerto Rico",Ponce,18.012789,-66.6016054,Dispensarios,Dispensarios,Tienda|Cannabis Medicinal,OPERATIONAL,establishment|point_of_interest|store
